car_ID,symboling,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price
193.0,0.0,120,2,2,2,3,2,1,100.4,180.2,66.9,55.1,2579.0,3,1,97.0,7,3.01,3.4,23.0,68.0,4500.0,33.0,38.0,276900.0
194.0,0.0,118,1,1,2,4,2,1,100.4,183.1,66.9,55.1,2563.0,3,1,109.0,1,3.19,3.4,9.0,88.0,5500.0,25.0,31.0,245800.0
195.0,-2.0,121,1,1,2,3,1,1,104.3,188.8,67.2,56.2,2912.0,3,1,141.0,1,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,258800.0
196.0,-1.0,122,1,1,2,4,1,1,104.3,188.8,67.2,57.5,3034.0,3,1,141.0,1,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,268300.0
197.0,-2.0,123,1,1,2,3,1,1,104.3,188.8,67.2,56.2,2935.0,3,1,141.0,1,3.78,3.15,9.5,114.0,5400.0,24.0,28.0,319700.0
198.0,-1.0,124,1,1,2,4,1,1,104.3,188.8,67.2,57.5,3042.0,3,1,141.0,1,3.78,3.15,9.5,114.0,5400.0,24.0,28.0,330300.0
199.0,-2.0,125,1,2,2,3,1,1,104.3,188.8,67.2,56.2,3045.0,3,1,130.0,1,3.62,3.15,7.5,162.0,5100.0,17.0,22.0,368400.0
200.0,-1.0,126,1,2,2,4,1,1,104.3,188.8,67.2,57.5,3157.0,3,1,130.0,1,3.62,3.15,7.5,162.0,5100.0,17.0,22.0,379000.0
201.0,-1.0,121,1,1,2,3,1,1,109.1,188.8,68.9,55.5,2952.0,3,1,141.0,1,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,336900.0
202.0,-1.0,122,1,2,2,3,1,1,109.1,188.8,68.8,55.5,3049.0,3,1,141.0,1,3.78,3.15,8.7,160.0,5300.0,19.0,25.0,380900.0
204.0,-1.0,127,2,2,2,3,1,1,109.1,188.8,68.9,55.5,3217.0,3,2,145.0,7,3.01,3.4,23.0,106.0,4800.0,26.0,27.0,449400.0
205.0,-1.0,125,1,2,2,3,1,1,109.1,188.8,68.9,55.5,3062.0,3,1,141.0,1,3.78,3.15,9.5,114.0,5400.0,19.0,25.0,452500.0
